"name","X2D_1.MaxLFQ.Intensity","X2D_2.MaxLFQ.Intensity","X2D_3.MaxLFQ.Intensity","X3D_1.MaxLFQ.Intensity","X3D_2.MaxLFQ.Intensity","X3D_3.MaxLFQ.Intensity","Protein","Protein.ID","Entry.Name","Gene","Protein.Length","Organism","Protein.Existence","Description","Protein.Probability","Top.Peptide.Probability","Combined.Total.Peptides","Combined.Spectral.Count","Combined.Unique.Spectral.Count","Combined.Total.Spectral.Count","X2D_1.Spectral.Count","X2D_2.Spectral.Count","X2D_3.Spectral.Count","X3D_1.Spectral.Count","X3D_2.Spectral.Count","X3D_3.Spectral.Count","X2D_1.Unique.Spectral.Count","X2D_2.Unique.Spectral.Count","X2D_3.Unique.Spectral.Count","X3D_1.Unique.Spectral.Count","X3D_2.Unique.Spectral.Count","X3D_3.Unique.Spectral.Count","X2D_1.Total.Spectral.Count","X2D_2.Total.Spectral.Count","X2D_3.Total.Spectral.Count","X3D_1.Total.Spectral.Count","X3D_2.Total.Spectral.Count","X3D_3.Total.Spectral.Count","X2D_1.Intensity","X2D_2.Intensity","X2D_3.Intensity","X3D_1.Intensity","X3D_2.Intensity","X3D_3.Intensity","Indistinguishable.Proteins","imputed","num_NAs","X2D_vs_X3D_CI.L","X2D_vs_X3D_CI.R","X2D_vs_X3D_diff","X2D_vs_X3D_p.adj","X2D_vs_X3D_p.val","significant","X2D_vs_X3D_significant"
"Q96CN7",24.2399445902363,24.2907986132025,24.2955724957899,24.1731577082109,24.1994294240456,24.1840808125394,"sp|Q96CN7|ISOC1_HUMAN","Q96CN7","ISOC1_HUMAN","ISOC1",298,"Homo sapiens","1:Experimental evidence at protein level","Isochorismatase domain-containing protein 1",1,0.999,11,109,109,109,19,19,18,20,16,17,19,19,18,20,16,17,19,19,18,20,16,17,82132070,75859360,91726950,86645100,79568140,81181190,"",FALSE,0,-0.0582525550763776,0.238017724698273,0.0898825848109475,0.302719918649655,0.195678551558978,FALSE,FALSE
"Q96CP2",20.5721785776255,21.3062558705835,21.0714127365887,22.1704408571582,22.0901906169519,22.1017381669899,"sp|Q96CP2|FWCH2_HUMAN","Q96CP2","FWCH2_HUMAN","FLYWCH2",140,"Homo sapiens","1:Experimental evidence at protein level","FLYWCH family member 2",1,0.999,3,18,12,18,0,0,0,7,5,6,0,0,0,5,3,4,0,0,0,7,5,6,3159896,4261636.5,3322821.5,10457602,9546108,9756143,"",FALSE,0,-1.5448584863202,-0.730156484547961,-1.13750748543408,0.00426202587249461,0.000275381715316582,TRUE,TRUE
"Q96CS3",25.0892600528936,25.0836508825856,25.0748282598597,24.8098045276368,24.8772149423567,24.9491834712134,"sp|Q96CS3|FAF2_HUMAN","Q96CS3","FAF2_HUMAN","FAF2",445,"Homo sapiens","1:Experimental evidence at protein level","FAS-associated factor 2",1,0.999,17,221,221,221,32,43,40,35,37,34,32,43,40,35,37,34,32,43,40,35,37,34,175070670,221748340,198332460,162027420,170924930,174618860,"",FALSE,0,0.0432133484202687,0.36447748766774,0.203845418044004,0.0527582964183209,0.0197196358750049,FALSE,FALSE
"Q96CT7",24.3390455962865,24.0386378886352,24.272774139741,24.3510361333106,24.4545264742525,24.2314744817639,"sp|Q96CT7|CC124_HUMAN","Q96CT7","CC124_HUMAN","CCDC124",223,"Homo sapiens","1:Experimental evidence at protein level","Coiled-coil domain-containing protein 124",1,0.999,8,57,57,57,5,9,10,10,11,12,5,9,10,10,11,12,5,9,10,10,11,12,41560940,37097090,44485036,48825970,48169704,42775630,"",FALSE,0,-0.371508629925992,0.113788986816396,-0.128859821554798,0.365071491995002,0.25100146048428,FALSE,FALSE
"Q96CU9",22.935923976806,23.3280707399884,22.9754447993739,22.7023250031636,22.4134682073091,22.7787749830686,"sp|Q96CU9|FXRD1_HUMAN","Q96CU9","FXRD1_HUMAN","FOXRED1",486,"Homo sapiens","1:Experimental evidence at protein level","FAD-dependent oxidoreductase domain-containing protein 1",1,0.999,8,35,35,35,5,8,7,5,5,5,5,8,7,5,5,5,5,8,7,5,5,5,39194344,27883636,18633704,13565315,12204516,18970746,"",FALSE,0,0.12251638380519,0.774064497946093,0.448290440875642,0.0408016336544326,0.0137711075420359,FALSE,FALSE
"Q96CW1",25.3158274412001,25.5801444536775,25.4834082803296,25.5604400125527,25.5700992455359,25.5219927408151,"sp|Q96CW1|AP2M1_HUMAN","Q96CW1","AP2M1_HUMAN","AP2M1",435,"Homo sapiens","1:Experimental evidence at protein level","AP-2 complex subunit mu",1,0.999,16,197,197,197,31,29,30,37,34,36,31,29,30,37,34,36,31,29,30,37,34,36,154496320,206516060,191044770,202312180,186153730,183931440,"",FALSE,0,-0.290255244899266,0.108154029101558,-0.091050607898854,0.434205506396109,0.317367765171202,FALSE,FALSE
"Q96D46",23.3143882444999,23.4332814502467,23.5119774783561,23.5291427675173,23.5117343188867,23.5047408085695,"sp|Q96D46|NMD3_HUMAN","Q96D46","NMD3_HUMAN","NMD3",503,"Homo sapiens","1:Experimental evidence at protein level","60S ribosomal export protein NMD3",1,0.999,13,102,102,102,16,16,13,19,21,17,16,16,13,19,21,17,16,16,13,19,21,17,59152300,58376156,67973560,54515320,72279030,81506500,"",FALSE,0,-0.271511596889607,0.0808644489756569,-0.0953235739569749,0.356833330324056,0.243012447968782,FALSE,FALSE
"Q96DA6",23.2677755351797,23.7693864022726,23.8028776121066,23.0798577898147,23.2481461863885,23.1363935273246,"sp|Q96DA6|TIM14_HUMAN","Q96DA6","TIM14_HUMAN","DNAJC19",116,"Homo sapiens","1:Experimental evidence at protein level","Mitochondrial import inner membrane translocase subunit TIM14",1,0.999,6,41,41,41,7,14,4,5,6,5,7,14,4,5,6,5,7,14,4,5,6,5,28160946,70499220,56479870,30219188,33372004,27713662,"",FALSE,0,0.112386087428402,0.804708609925636,0.458547348677019,0.0462651938534696,0.0163466988097319,FALSE,FALSE
"Q96DB5",22.2184615424331,22.6865086487488,22.2137478353709,22.1461194353688,21.9081172687793,22.0246608416103,"sp|Q96DB5|RMD1_HUMAN","Q96DB5","RMD1_HUMAN","RMDN1",314,"Homo sapiens","1:Experimental evidence at protein level","Regulator of microtubule dynamics protein 1",1,0.999,5,30,18,30,5,8,4,4,3,6,3,6,2,2,1,4,5,8,4,4,3,6,14776095,20264546,15360827,14139860,12025613,15325326,"",FALSE,0,0.0143403086108015,0.678873345252153,0.346606826931477,0.0960203324313158,0.0429840201341932,FALSE,FALSE
"Q96DE0",23.2631975508171,23.267272191555,23.409427064182,23.1088936986464,23.5775745034925,23.3684808840003,"sp|Q96DE0|NUD16_HUMAN","Q96DE0","NUD16_HUMAN","NUDT16",195,"Homo sapiens","1:Experimental evidence at protein level","U8 snoRNA-decapping enzyme",1,0.999,8,62,60,62,11,11,10,7,10,13,10,11,9,7,10,13,11,11,10,7,10,13,32801992,34966710,50489084,30729750,34720172,33834630,"",FALSE,0,-0.328251076287532,0.251549556564082,-0.038350759861725,0.833049647995306,0.764688703598744,FALSE,FALSE
"Q96DG6",23.0493583480739,22.7558482467265,23.1508625697503,23.6233622173521,23.7986693553732,23.7237821648127,"sp|Q96DG6|CMBL_HUMAN","Q96DG6","CMBL_HUMAN","CMBL",245,"Homo sapiens","1:Experimental evidence at protein level","Carboxymethylenebutenolidase homolog",1,0.999,10,76,76,76,10,9,10,17,19,11,10,9,10,17,19,11,10,9,10,17,19,11,36106172,25556110,38654380,53238428,60008708,58303004,"",FALSE,0,-0.997431730628238,-0.462397984696635,-0.729914857662436,0.00445022454940145,0.000318503820784628,FALSE,FALSE
"Q96DI7",24.911508749873,24.9868101315027,25.0672687452615,24.9659344988716,24.9405081567078,25.0001064533333,"sp|Q96DI7|SNR40_HUMAN","Q96DI7","SNR40_HUMAN","SNRNP40",357,"Homo sapiens","1:Experimental evidence at protein level","U5 small nuclear ribonucleoprotein 40 kDa protein",1,0.999,17,215,215,215,39,41,31,36,32,36,39,41,31,36,32,36,39,41,31,36,32,36,181077470,224406640,223253380,193119180,171636080,221694880,"",FALSE,0,-0.147330375369312,0.186689387185564,0.0196795059081261,0.848621172102657,0.789621377782266,FALSE,FALSE
"Q96DV4",23.6320158338504,24.0104005633171,23.5598045234171,23.225178747021,23.2264346841543,23.1735662817065,"sp|Q96DV4|RM38_HUMAN","Q96DV4","RM38_HUMAN","MRPL38",380,"Homo sapiens","1:Experimental evidence at protein level","Large ribosomal subunit protein mL38",1,0.999,14,134,134,134,17,29,24,20,22,22,17,29,24,20,22,22,17,29,24,20,22,22,81210630,113553790,75946184,55679330,60019388,58459468,"",FALSE,0,0.240353117787677,0.811007687347505,0.525680402567591,0.0154418994147966,0.00319531124750017,FALSE,FALSE
"Q96DZ1",23.0493054960807,23.2610050744845,22.6878478678052,22.6348200217973,22.6699998460943,22.5611701061717,"sp|Q96DZ1|ERLEC_HUMAN","Q96DZ1","ERLEC_HUMAN","ERLEC1",483,"Homo sapiens","1:Experimental evidence at protein level","Endoplasmic reticulum lectin 1",1,0.999,12,82,82,82,15,18,12,13,14,10,15,18,12,13,14,10,15,18,12,13,14,10,51759010,53910490,31938960,30153184,34523976,27036162,"",FALSE,0,0.0464262601661453,0.708352716038609,0.377389488102377,0.0739270571096727,0.0306551400937329,FALSE,FALSE
"Q96E11",22.6645580680636,23.0587843314602,22.5781737617701,21.9161712255934,21.9808124756447,21.9353274792152,"sp|Q96E11|RRFM_HUMAN","Q96E11","RRFM_HUMAN","MRRF",262,"Homo sapiens","1:Experimental evidence at protein level","Ribosome-recycling factor, mitochondrial",1,0.999,8,48,48,48,8,17,9,4,5,5,8,17,9,4,5,5,8,17,9,4,5,5,30006342,50243332,33141010,14168787,12024607,15496142,"",FALSE,0,0.52504966644081,1.12108698745297,0.823068326946888,0.00432484495328071,0.00029516889222525,FALSE,FALSE
"Q96E39",23.7291003051424,23.4758216070619,23.3315943605729,24.1107302094149,24.0969161795629,24.0232646803722,"sp|Q96E39|RMXL1_HUMAN","Q96E39","RMXL1_HUMAN","RBMXL1",390,"Homo sapiens","1:Experimental evidence at protein level","RNA binding motif protein, X-linked-like-1",1,0.999,23,49,49,347,8,6,5,10,11,9,8,6,5,10,11,9,62,47,54,65,64,55,23876500,18580628,18719542,33032152,30747160,31685772,"",FALSE,0,-0.818403783701741,-0.311192747346772,-0.564798265524256,0.00837325758433211,0.00109348981187312,FALSE,FALSE
"Q96EE3",23.6393242568814,23.6847882072338,23.7563356079605,23.6866804732632,23.7443580766977,23.5227534409963,"sp|Q96EE3|SEH1_HUMAN","Q96EE3","SEH1_HUMAN","SEH1L",360,"Homo sapiens","1:Experimental evidence at protein level","Nucleoporin SEH1",1,0.999,9,114,114,114,13,22,18,16,24,21,13,22,18,16,24,21,13,22,18,16,24,21,47633996,62242676,60204228,62332824,50465710,43705804,"",FALSE,0,-0.152237799044599,0.236675186456864,0.0422186937061326,0.720628034536989,0.62514678459561,FALSE,FALSE
"Q96EI5",22.1846934719075,21.7917006599784,21.7516782807154,22.4097103595594,22.3147111553425,22.4406144821309,"sp|Q96EI5|TCAL4_HUMAN","Q96EI5","TCAL4_HUMAN","TCEAL4",215,"Homo sapiens","1:Experimental evidence at protein level","Transcription elongation factor A protein-like 4",1,0.999,5,22,18,22,3,3,2,3,8,3,3,2,1,3,7,2,3,3,2,3,8,3,13205290,8697454,4238495.5,14396632,13973481,17658072,"",FALSE,0,-0.768009180623239,-0.18996654233112,-0.478987861477179,0.0215945084000344,0.00558701975780607,FALSE,FALSE
"Q96EK5",22.9512024389003,23.0177476896694,23.1424165417385,23.1655806824437,23.1294976353289,23.1344162925571,"sp|Q96EK5|KBP_HUMAN","Q96EK5","KBP_HUMAN","KIFBP",621,"Homo sapiens","1:Experimental evidence at protein level","KIF-binding protein",1,0.999,7,36,36,36,3,5,6,9,6,7,3,5,6,9,6,7,3,5,6,9,6,7,10128886,14823331,16631388,11341689,11909698,47575090,"",FALSE,0,-0.281512609051104,0.0694273157033699,-0.106042646673867,0.304645642073104,0.197269278850571,FALSE,FALSE
"Q96EK6",25.1457942665243,25.2040759357912,25.2064274647059,25.251285483112,25.407042745772,25.358603115157,"sp|Q96EK6|GNA1_HUMAN","Q96EK6","GNA1_HUMAN","GNPNAT1",184,"Homo sapiens","1:Experimental evidence at protein level","Glucosamine 6-phosphate N-acetyltransferase",1,0.999,9,115,115,115,14,16,20,21,21,23,14,16,20,21,21,23,14,16,20,21,21,23,105769960,114325980,104260530,118141500,116148456,122167370,"",FALSE,0,-0.322290109759715,0.0152009917466688,-0.153544559006523,0.135750194661905,0.0686152837794905,FALSE,FALSE
"Q96EL3",24.3720324799179,24.3034102282019,24.1248680090093,23.5901662426982,23.8132613767119,23.3953981567871,"sp|Q96EL3|RM53_HUMAN","Q96EL3","RM53_HUMAN","MRPL53",112,"Homo sapiens","1:Experimental evidence at protein level","Large ribosomal subunit protein mL53",1,0.999,5,43,43,43,5,10,7,7,6,8,5,10,7,7,6,8,5,10,7,7,6,8,59846292,55403256,49189228,34369650,42204376,37883056,"",FALSE,0,0.38091156261279,0.953411731341799,0.667161646977295,0.00717559345326141,0.000835326718795699,FALSE,FALSE
"Q96EP5",25.4814339874369,25.2962180366771,25.4179471324135,25.4720766154678,25.5432966105058,25.5347601265848,"sp|Q96EP5|DAZP1_HUMAN","Q96EP5","DAZP1_HUMAN","DAZAP1",407,"Homo sapiens","1:Experimental evidence at protein level","DAZ-associated protein 1",1,0.999,14,224,224,224,39,35,32,44,37,37,39,35,32,44,37,37,39,35,32,44,37,37,256095300,221668430,252419790,243938460,258643620,246882510,"",FALSE,0,-0.295284433597288,0.0589283029100042,-0.118178065343642,0.258838459935218,0.159551188089838,FALSE,FALSE
"Q96ER3",21.4449401550034,21.5460779532308,21.5395298257678,21.3233501443642,21.228873401038,21.415155044632,"sp|Q96ER3|SAAL1_HUMAN","Q96ER3","SAAL1_HUMAN","SAAL1",474,"Homo sapiens","1:Experimental evidence at protein level","Protein SAAL1",1,0.999,4,34,34,34,4,5,6,7,5,7,4,5,6,7,5,7,4,5,6,7,5,7,6461422,9505238,9672216,7905151,7883621,9223201,"",FALSE,0,0.00633120389619762,0.369115025415714,0.187723114655956,0.098117254428821,0.0442437128749373,FALSE,FALSE
"Q96ER9",24.1473727945082,24.3892094794643,24.3454430131377,23.6429805461583,23.6333790841194,23.7260635607784,"sp|Q96ER9|MITOK_HUMAN","Q96ER9","MITOK_HUMAN","CCDC51",411,"Homo sapiens","1:Experimental evidence at protein level","Mitochondrial potassium channel",1,0.999,6,33,33,33,9,6,5,4,6,3,9,6,5,4,6,3,9,6,5,4,6,3,22938266,21914080,356166560,15633941,14688357,15533740,"",FALSE,0,0.425619928679139,0.827448135356918,0.626534032018029,0.00311732347677993,0.000136155921952479,FALSE,FALSE
"Q96EU7",21.7883036524638,22.3351294371471,21.7662315731518,21.4856199261949,21.5056136282917,21.0373522309335,"sp|Q96EU7|C1GLC_HUMAN","Q96EU7","C1GLC_HUMAN","C1GALT1C1",318,"Homo sapiens","1:Experimental evidence at protein level","C1GALT1-specific chaperone 1",0.9996,0.999,2,13,13,13,2,4,3,1,1,2,2,4,3,1,1,2,2,4,3,1,1,2,5739001,8222301,5284035.5,4346850,4358312.5,3640647.5,"",FALSE,0,0.175307953840787,1.06541129772098,0.620359625780882,0.038976300231167,0.0129820192022648,FALSE,FALSE
"Q96EV2",21.4874240789995,21.3442093132694,21.0210526185639,22.0518577968814,21.1967458889422,21.0324594509619,"sp|Q96EV2|RBM33_HUMAN","Q96EV2","RBM33_HUMAN","RBM33",1170,"Homo sapiens","1:Experimental evidence at protein level","RNA-binding protein 33",1,0.999,5,11,11,11,2,1,1,2,3,2,2,1,1,2,3,2,2,1,1,2,3,2,6035256,5685584,2990343,4782829.5,6678103.5,3196568,"",FALSE,0,-0.762652235054886,0.477067484419706,-0.14279237531759,0.705118433122051,0.604579463513863,FALSE,FALSE
"Q96EY1",24.0610098618427,24.482396358798,24.0400928588333,23.1915407632575,23.5384725517926,23.4089034428114,"sp|Q96EY1|DNJA3_HUMAN","Q96EY1","DNJA3_HUMAN","DNAJA3",480,"Homo sapiens","1:Experimental evidence at protein level","DnaJ homolog subfamily A member 3, mitochondrial",1,0.999,10,88,88,88,19,23,19,9,8,10,19,23,19,9,8,10,19,23,19,9,8,10,72822910,94558840,70326744,35560336,43321710,41229920,"",FALSE,0,0.474898424793151,1.15482312294854,0.814860773870848,0.00668731814405576,0.000706138955360014,FALSE,FALSE
"Q96EY4",23.5607406292153,23.734888923201,23.4008549473731,23.4843918329462,23.4939657276485,23.4336242791104,"sp|Q96EY4|TMA16_HUMAN","Q96EY4","TMA16_HUMAN","TMA16",203,"Homo sapiens","1:Experimental evidence at protein level","Translation machinery-associated protein 16",1,0.999,8,65,65,65,11,10,12,13,9,10,11,10,12,13,9,10,11,10,12,13,9,10,33382874,38131576,38102570,31481164,29259388,35446176,"",FALSE,0,-0.12947070878457,0.319139148840836,0.0948342200281331,0.471133568959154,0.352579511121286,FALSE,FALSE
"Q96EY5",22.4259475678302,22.2940467340844,22.5578307167859,22.6466774670654,22.5477910955561,22.4586261397826,"sp|Q96EY5|MB12A_HUMAN","Q96EY5","MB12A_HUMAN","MVB12A",273,"Homo sapiens","1:Experimental evidence at protein level","Multivesicular body subunit 12A",1,0.999,5,29,29,29,5,4,3,9,6,2,5,4,3,9,6,2,5,4,3,9,6,2,16246725,21058176,21286128,18091536,22600746,11930553,"",FALSE,0,-0.343130743616992,0.0929509544812569,-0.125089894567868,0.328226506206799,0.218368347599985,FALSE,FALSE
"Q96EY7",24.966562922017,25.2189363967739,25.1016734956779,24.6983635320706,24.6019958383735,24.7808068616237,"sp|Q96EY7|PTCD3_HUMAN","Q96EY7","PTCD3_HUMAN","PTCD3",689,"Homo sapiens","1:Experimental evidence at protein level","Small ribosomal subunit protein mS39",1,0.999,15,105,105,105,18,21,13,17,17,19,18,21,13,17,17,19,18,21,13,17,17,19,262001540,116692616,286909760,50836136,57034880,52264348,"",FALSE,0,0.18936814125251,0.61463624701482,0.402002194133665,0.0141787316769178,0.00277544420502371,FALSE,FALSE
"Q96EY8",24.2291991851809,24.6267392771695,24.1600809912463,23.677742757268,23.5301126710814,23.7897989798886,"sp|Q96EY8|MMAB_HUMAN","Q96EY8","MMAB_HUMAN","MMAB",250,"Homo sapiens","1:Experimental evidence at protein level","Corrinoid adenosyltransferase MMAB",1,0.999,10,77,77,77,15,18,11,11,12,10,15,18,11,11,12,10,15,18,11,11,12,10,72181340,103910460,63751876,45476212,41149084,86733610,"",FALSE,0,0.352281868283441,0.99329482862234,0.67278834845289,0.0100814438588589,0.00154190021941653,FALSE,FALSE
"Q96F07",24.5987390530715,24.7832193792246,24.354079450451,24.9533331653445,24.6945071002467,24.9244001619293,"sp|Q96F07|CYFP2_HUMAN","Q96F07","CYFP2_HUMAN","CYFIP2",1278,"Homo sapiens","1:Experimental evidence at protein level","Cytoplasmic FMR1-interacting protein 2",1,0.999,17,16,16,140,1,4,2,2,4,3,1,4,2,2,4,3,21,24,22,27,27,19,24799648,30922060,36563090,30650270,28454880,47635410,"",FALSE,0,-0.576254849717882,0.0187864865356441,-0.278734181591119,0.125722294508364,0.0624155666029801,FALSE,FALSE
"Q96F86",22.8880194921073,22.8667539904043,23.0151739228627,22.8231421279463,22.9608939657707,23.2327324168879,"sp|Q96F86|EDC3_HUMAN","Q96F86","EDC3_HUMAN","EDC3",508,"Homo sapiens","1:Experimental evidence at protein level","Enhancer of mRNA-decapping protein 3",1,0.999,11,65,65,65,10,11,11,9,15,9,10,11,11,9,15,9,10,11,11,9,15,9,28227202,23516860,31239204,30467996,34969236,40874300,"",FALSE,0,-0.349908766755898,0.185361363268857,-0.0822737017435209,0.605731873922968,0.492791122036501,FALSE,FALSE
"Q96FJ2",22.7190942292648,22.5813021980899,22.800975218643,23.0218446369144,23.1246195735555,23.0136283418261,"sp|Q96FJ2|DYL2_HUMAN","Q96FJ2","DYL2_HUMAN","DYNLL2",89,"Homo sapiens","1:Experimental evidence at protein level","Dynein light chain 2, cytoplasmic",1,0.999,8,35,35,112,3,3,4,6,10,9,3,3,4,6,10,9,14,15,17,19,25,22,15088121,14674884,12758828,19281690,22762798,21368460,"",FALSE,0,-0.545922045872152,-0.159891891659997,-0.352906968766074,0.0158209063505737,0.00332980907923743,FALSE,FALSE
"Q96FL9",22.0761401866786,22.1915198296984,22.2933696275892,21.5687281550873,21.6959666183623,21.5799013795529,"sp|Q96FL9|GLT14_HUMAN","Q96FL9","GLT14_HUMAN","GALNT14",552,"Homo sapiens","1:Experimental evidence at protein level","Polypeptide N-acetylgalactosaminyltransferase 14",0.9996,0.999,2,21,21,21,4,4,3,3,4,3,4,4,3,3,4,3,4,4,3,3,4,3,7810600,8405688,8930150,5635605,5920650,5474562,"",FALSE,0,0.377480666352035,0.766808327623715,0.572144496987875,0.00368822695138515,0.000199091858335403,FALSE,FALSE
"Q96FQ6",25.3199614749423,25.7769315571483,25.3115960291176,24.8388514284718,24.9572869100287,25.0877072382451,"sp|Q96FQ6|S10AG_HUMAN","Q96FQ6","S10AG_HUMAN","S100A16",103,"Homo sapiens","1:Experimental evidence at protein level","Protein S100-A16",1,0.999,9,142,142,142,28,30,20,24,23,17,28,30,20,24,23,17,28,30,20,24,23,17,167237860,236448530,137337220,119174220,117795030,126612296,"",FALSE,0,0.178302092122422,0.838126897519281,0.508214494820852,0.0275653516429706,0.00806567238516409,FALSE,FALSE
"Q96FV2",21.4732790588644,21.6137200077114,21.4495673188252,22.5448328745677,22.6224646584255,22.7169051594869,"sp|Q96FV2|SCRN2_HUMAN","Q96FV2","SCRN2_HUMAN","SCRN2",425,"Homo sapiens","1:Experimental evidence at protein level","Secernin-2",1,0.999,6,21,21,21,0,0,0,6,9,6,0,0,0,6,9,6,0,0,0,6,9,6,5399514.5,2903042,6526241,26950788,29298240,30563686,"",FALSE,0,-1.30663234990826,-0.925125188144575,-1.11587876902642,0.00050443138090064,1.92531061412458e-06,TRUE,TRUE
"Q96FV9",22.6777301781123,22.7043034614051,22.5615836075634,22.7643334432497,22.6774238364367,22.6496141654244,"sp|Q96FV9|THOC1_HUMAN","Q96FV9","THOC1_HUMAN","THOC1",657,"Homo sapiens","1:Experimental evidence at protein level","THO complex subunit 1",1,0.999,13,76,76,76,12,13,13,11,15,12,12,13,13,11,15,12,12,13,13,11,15,12,38500108,44087330,32645400,51669024,37679130,29278510,"",FALSE,0,-0.223371474221197,0.124868675534502,-0.0492513993433477,0.635962188391451,0.526905422715817,FALSE,FALSE
"Q96FW1",25.4814927455854,25.3495892707123,25.5522846992054,25.7377768145941,25.7645696920389,25.8265647793352,"sp|Q96FW1|OTUB1_HUMAN","Q96FW1","OTUB1_HUMAN","OTUB1",271,"Homo sapiens","1:Experimental evidence at protein level","Ubiquitin thioesterase OTUB1",1,0.999,14,250,250,250,36,38,40,43,51,42,36,38,40,43,51,42,36,38,40,43,51,42,238650240,234988240,270671780,318265200,304960030,329617760,"",FALSE,0,-0.498744973734843,-0.131618073241825,-0.315181523488334,0.0193189023979611,0.00465065180408932,FALSE,FALSE
"Q96FX7",23.7891294302856,23.867016341768,23.7493322013959,23.4660984983517,23.2456375674231,23.5902513506933,"sp|Q96FX7|TRM61_HUMAN","Q96FX7","TRM61_HUMAN","TRMT61A",289,"Homo sapiens","1:Experimental evidence at protein level","tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A",1,0.999,5,30,30,30,4,8,7,2,5,4,4,8,7,2,5,4,4,8,7,2,5,4,29777448,42425880,30545824,21640490,8522421,28622148,"",FALSE,0,0.132262633187888,0.603397738133158,0.367830185660523,0.0264003178674102,0.00754407551290894,FALSE,FALSE
"Q96FZ2",25.1541169736292,25.2273907573759,25.3091945360645,25.4551320935271,25.4732790340877,25.3906355334974,"sp|Q96FZ2|HMCES_HUMAN","Q96FZ2","HMCES_HUMAN","HMCES",354,"Homo sapiens","1:Experimental evidence at protein level","Abasic site processing protein HMCES",1,0.999,9,52,52,52,8,6,8,11,10,9,8,6,8,11,10,9,8,6,8,11,10,9,19868350,135040740,126714060,115167050,136231310,28541822,"",FALSE,0,-0.37931048866494,-0.0395857740301527,-0.209448131347546,0.0577288292335545,0.0222857203366176,FALSE,FALSE
"Q96FZ7",22.7374783209135,23.008186150907,22.768163219669,22.4554185338326,22.4951651782037,22.4923006404179,"sp|Q96FZ7|CHMP6_HUMAN","Q96FZ7","CHMP6_HUMAN","CHMP6",201,"Homo sapiens","1:Experimental evidence at protein level","Charged multivesicular body protein 6",1,0.999,5,45,45,45,6,8,7,7,9,8,6,8,7,7,9,8,6,8,7,7,9,8,21150966,25887704,21944102,14559589,23034968,17195598,"",FALSE,0,0.147960637845687,0.566001588177796,0.356981113011742,0.0196866312214729,0.00478211243684088,FALSE,FALSE
"Q96G03",24.4011847311888,24.3763609787655,24.434518663569,24.5818875011798,24.6022580124379,24.6335977054535,"sp|Q96G03|PGM2_HUMAN","Q96G03","PGM2_HUMAN","PGM2",612,"Homo sapiens","1:Experimental evidence at protein level","Phosphopentomutase",1,0.999,25,213,213,213,37,28,32,37,43,36,37,28,32,37,43,36,37,28,32,37,43,36,133841430,141352510,144395260,163566940,191956050,162425170,"",FALSE,0,-0.351415922145205,-0.0523699748867255,-0.201892948515965,0.0434440678138314,0.0150064432715715,FALSE,FALSE
"Q96G23",23.7854331108698,24.1293367924608,23.7977568003234,23.2875469673349,23.3259083316474,23.0304027783109,"sp|Q96G23|CERS2_HUMAN","Q96G23","CERS2_HUMAN","CERS2",380,"Homo sapiens","1:Experimental evidence at protein level","Ceramide synthase 2",1,0.999,5,71,71,71,10,14,13,9,13,12,10,14,13,9,13,12,10,14,13,9,13,12,53009548,67308690,53522090,32312000,37955796,30384396,"",FALSE,0,0.396477419792084,0.98263499778166,0.689556208786872,0.00700548678579063,0.000789488768371603,FALSE,FALSE
"Q96GA7",23.5838872085259,23.5005291254154,23.6149294036244,23.9014593082891,24.0438953877084,24.0225523782948,"sp|Q96GA7|SDSL_HUMAN","Q96GA7","SDSL_HUMAN","SDSL",329,"Homo sapiens","1:Experimental evidence at protein level","Serine dehydratase-like",1,0.999,11,71,71,71,6,9,10,14,14,18,6,9,10,14,14,18,6,9,10,14,14,18,31292966,43655716,36256100,60860530,56347344,67382280,"",FALSE,0,-0.597146618472425,-0.248560939345322,-0.422853778908873,0.00645460253065784,0.000656370431825348,FALSE,FALSE
"Q96GC5",23.2885563346707,23.470402815106,23.406223174378,22.9558410799903,22.8332465354029,22.8495235528876,"sp|Q96GC5|RM48_HUMAN","Q96GC5","RM48_HUMAN","MRPL48",212,"Homo sapiens","1:Experimental evidence at protein level","Large ribosomal subunit protein mL48",1,0.999,6,60,60,60,12,17,9,7,6,9,12,17,9,7,6,9,12,17,9,7,6,9,41641110,55268716,45829016,28944792,19922296,31047504,"",FALSE,0,0.324513238281604,0.693200865634381,0.508857051957992,0.00432484495328071,0.000296131362914256,FALSE,FALSE
"Q96GC9",24.4621098091726,24.8278818865401,24.5191981901125,24.0181972917573,24.1702596026578,24.1694985743269,"sp|Q96GC9|VMP1_HUMAN","Q96GC9","VMP1_HUMAN","VMP1",406,"Homo sapiens","1:Experimental evidence at protein level","Vacuole membrane protein 1",1,0.999,3,29,29,29,6,6,5,5,3,4,6,6,5,5,3,4,6,6,5,5,3,4,31470056,41073188,33047250,22260566,25337828,24783956,"",FALSE,0,0.22283704313668,0.744652568252091,0.483744805694386,0.0151393402876864,0.00308730276313779,FALSE,FALSE
