Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	2D_1 Spectral Count	2D_2 Spectral Count	2D_3 Spectral Count	3D_1 Spectral Count	3D_2 Spectral Count	3D_3 Spectral Count	2D_1 Unique Spectral Count	2D_2 Unique Spectral Count	2D_3 Unique Spectral Count	3D_1 Unique Spectral Count	3D_2 Unique Spectral Count	3D_3 Unique Spectral Count	2D_1 Total Spectral Count	2D_2 Total Spectral Count	2D_3 Total Spectral Count	3D_1 Total Spectral Count	3D_2 Total Spectral Count	3D_3 Total Spectral Count	2D_1 Intensity	2D_2 Intensity	2D_3 Intensity	3D_1 Intensity	3D_2 Intensity	3D_3 Intensity	2D_1 MaxLFQ Intensity	2D_2 MaxLFQ Intensity	2D_3 MaxLFQ Intensity	3D_1 MaxLFQ Intensity	3D_2 MaxLFQ Intensity	3D_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9BY50|SC11C_HUMAN	Q9BY50	SC11C_HUMAN	SEC11C	192	Homo sapiens	1:Experimental evidence at protein level	Signal peptidase complex catalytic subunit SEC11C	0.9801	0.999	1	2	2	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0.0	2388326.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BY77|PDIP3_HUMAN	Q9BY77	PDIP3_HUMAN	POLDIP3	421	Homo sapiens	1:Experimental evidence at protein level	Polymerase delta-interacting protein 3	1.0	0.999	14	134	134	134	19	24	22	22	24	23	19	24	22	22	24	23	19	24	22	22	24	23	9.0259544E7	8.726794E7	9.258618E7	9.63935E7	9.28074E7	9.997838E7	1.1094897E7	1.0869964E7	1.1565473E7	1.1335684E7	1.15587E7	1.169552E7	
sp|Q9BY89|K1671_HUMAN	Q9BY89	K1671_HUMAN	KIAA1671	1806	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein KIAA1671	1.0	0.999	8	21	21	21	2	2	2	8	4	3	2	2	2	8	4	3	2	2	2	8	4	3	1.806855E7	1.7264012E7	8048165.0	2.4844884E7	2.2486E7	8617068.0	9268424.0	9060055.0	6183840.5	9588290.0	9675642.0	7438272.0	
sp|Q9BYB4|GNB1L_HUMAN	Q9BYB4	GNB1L_HUMAN	GNB1L	327	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein subunit beta-like protein 1	0.9542	0.9976	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4314889.5	0.0	1.1373675E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BYC5|FUT8_HUMAN	Q9BYC5	FUT8_HUMAN	FUT8	575	Homo sapiens	1:Experimental evidence at protein level	Alpha-(1,6)-fucosyltransferase	1.0	0.999	4	12	12	12	1	0	2	4	2	3	1	0	2	4	2	3	1	0	2	4	2	3	3849462.0	5666440.0	6974254.0	7253484.0	8265107.5	7642681.5	0.0	2819416.5	4788339.0	3808434.5	3549316.2	3527342.5	
sp|Q9BYC8|RM32_HUMAN	Q9BYC8	RM32_HUMAN	MRPL32	188	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein bL32m	1.0	0.999	4	48	48	48	10	11	9	7	7	4	10	11	9	7	7	4	10	11	9	7	7	4	3.095228E7	4.254625E7	3.337003E7	1.1647654E7	1.056265E7	1.5180075E7	8796494.0	1.1543294E7	9540445.0	6612346.5	6166648.0	7745819.5	
sp|Q9BYC9|RM20_HUMAN	Q9BYC9	RM20_HUMAN	MRPL20	149	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein bL20m	1.0	0.999	3	27	27	27	5	5	4	4	5	4	5	5	4	4	5	4	5	5	4	4	5	4	1.3379442E7	1.3767406E7	1.0536456E7	6722421.0	1.2884658E7	1.4289908E7	8694845.0	8887915.0	6910111.5	4414015.5	5196425.0	4675280.5	
sp|Q9BYD1|RM13_HUMAN	Q9BYD1	RM13_HUMAN	MRPL13	178	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL13m	1.0	0.999	10	112	112	112	17	26	23	17	15	14	17	26	23	17	15	14	17	26	23	17	15	14	9.386585E7	1.1529958E8	8.591611E7	7.333309E7	6.340579E7	6.62529E7	2.2041434E7	3.0766386E7	2.4578564E7	1.8425382E7	1.8228678E7	1.5947766E7	
sp|Q9BYD2|RM09_HUMAN	Q9BYD2	RM09_HUMAN	MRPL9	267	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein bL9m	1.0	0.999	12	117	117	117	20	25	21	21	16	14	20	25	21	21	16	14	20	25	21	21	16	14	6.2900604E7	7.133132E7	4.9894284E7	5.6813532E7	3.8145652E7	3.1679104E7	9088785.0	1.1449852E7	8892185.0	6189902.0	5384935.5	6205762.5	
sp|Q9BYD3|RM04_HUMAN	Q9BYD3	RM04_HUMAN	MRPL4	311	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL4m	1.0	0.999	13	131	131	131	22	33	25	20	14	17	22	33	25	20	14	17	22	33	25	20	14	17	1.3207781E8	1.7873112E8	1.3897566E8	7.754796E7	1.1847686E8	9.162294E7	2.9928172E7	4.6275376E7	3.4379544E7	2.1711E7	2.4924024E7	2.4040704E7	
sp|Q9BYD6|RM01_HUMAN	Q9BYD6	RM01_HUMAN	MRPL1	325	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL1m	1.0	0.999	10	118	118	118	20	27	18	18	17	18	20	27	18	18	17	18	20	27	18	18	17	18	4.9639664E7	8.118304E7	5.385189E7	4.671255E7	3.963497E7	3.261843E7	9236566.0	1.5556545E7	1.101623E7	8116941.0	7578678.0	7852605.0	
sp|Q9BYF1|ACE2_HUMAN	Q9BYF1	ACE2_HUMAN	ACE2	805	Homo sapiens	1:Experimental evidence at protein level	Angiotensin-converting enzyme 2	0.9725	0.9986	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BYG3|MK67I_HUMAN	Q9BYG3	MK67I_HUMAN	NIFK	293	Homo sapiens	1:Experimental evidence at protein level	MKI67 FHA domain-interacting nucleolar phosphoprotein	1.0	0.999	12	120	120	120	23	24	21	21	15	16	23	24	21	21	15	16	23	24	21	21	15	16	1.03647544E8	1.3118743E8	8.555984E7	5.800251E7	5.634034E7	5.515864E7	1.637443E7	2.1642436E7	1.4270597E7	9023848.0	9507173.0	9478694.0	
sp|Q9BYG5|PAR6B_HUMAN	Q9BYG5	PAR6B_HUMAN	PARD6B	372	Homo sapiens	1:Experimental evidence at protein level	Partitioning defective 6 homolog beta	1.0	0.999	12	132	111	132	25	29	26	22	15	15	20	25	22	19	12	13	25	29	26	22	15	15	1.7557638E8	1.8051771E8	1.8544171E8	6.762659E7	8.008815E7	6.75632E7	3.3506704E7	3.508591E7	3.582241E7	2.203051E7	2.5709094E7	2.418517E7	
sp|Q9BYJ9|YTHD1_HUMAN	Q9BYJ9	YTHD1_HUMAN	YTHDF1	559	Homo sapiens	1:Experimental evidence at protein level	YTH domain-containing family protein 1	1.0	0.999	9	79	39	79	10	11	14	14	17	13	5	5	7	7	8	7	10	11	14	14	17	13	3.044988E7	3.252864E7	3.0989688E7	2.8241308E7	3.5821816E7	3.6053816E7	1.1878659E7	1.243807E7	1.2461246E7	9674635.0	1.1009099E7	1.1773382E7	
sp|Q9BYM8|HOIL1_HUMAN	Q9BYM8	HOIL1_HUMAN	RBCK1	510	Homo sapiens	1:Experimental evidence at protein level	RanBP-type and C3HC4-type zinc finger-containing protein 1	0.9992	0.9987	2	4	4	4	2	0	0	1	0	1	2	0	0	1	0	1	2	0	0	1	0	1	6889153.0	8194580.5	4321086.0	5096561.5	2227105.0	2341369.8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BYN0|SRXN1_HUMAN	Q9BYN0	SRXN1_HUMAN	SRXN1	137	Homo sapiens	1:Experimental evidence at protein level	Sulfiredoxin-1	0.9803	0.999	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3064000.8	3703792.2	4850107.5	0.0	0.0	4939625.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BYN8|RT26_HUMAN	Q9BYN8	RT26_HUMAN	MRPS26	205	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein mS26	1.0	0.999	5	37	37	37	8	5	8	5	5	6	8	5	8	5	5	6	8	5	8	5	5	6	1.4956373E7	2.292703E7	1.21469E7	1.0723164E7	1.0914734E7	6707554.5	6367751.5	7065776.5	5485723.0	4949030.0	4591980.5	4642589.0	
sp|Q9BYT8|NEUL_HUMAN	Q9BYT8	NEUL_HUMAN	NLN	704	Homo sapiens	1:Experimental evidence at protein level	Neurolysin, mitochondrial	1.0	0.999	25	250	250	250	34	47	38	44	39	48	34	47	38	44	39	48	34	47	38	44	39	48	1.481989E8	2.0329222E8	1.7773163E8	1.5697402E8	1.5836691E8	1.6630398E8	1.6775592E7	2.092465E7	1.8000242E7	1.6879638E7	1.7029612E7	1.6248114E7	
sp|Q9BYV8|CEP41_HUMAN	Q9BYV8	CEP41_HUMAN	CEP41	373	Homo sapiens	1:Experimental evidence at protein level	Centrosomal protein of 41 kDa	0.9803	0.999	2	4	4	4	0	0	0	3	0	1	0	0	0	3	0	1	0	0	0	3	0	1	3315804.5	0.0	6.9618605E8	3394247.8	3032763.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BYW2|SETD2_HUMAN	Q9BYW2	SETD2_HUMAN	SETD2	2564	Homo sapiens	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase SETD2	0.9978	0.9986	2	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	1887544.4	1295140.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BYX4|IFIH1_HUMAN	Q9BYX4	IFIH1_HUMAN	IFIH1	1025	Homo sapiens	1:Experimental evidence at protein level	Interferon-induced helicase C domain-containing protein 1	0.9386	0.9967	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	1338399.0	1848986.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BYX7|ACTBM_HUMAN	Q9BYX7	ACTBM_HUMAN	POTEKP	375	Homo sapiens	5:Protein uncertain	Putative beta-actin-like protein 3	1.0	0.9989	6	60	60	1302	6	12	7	12	11	12	6	12	7	12	11	12	223	235	211	204	219	210	0.0	0.0	0.0	0.0	0.0	1.59423E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BZ23|PANK2_HUMAN	Q9BZ23	PANK2_HUMAN	PANK2	570	Homo sapiens	1:Experimental evidence at protein level	Pantothenate kinase 2, mitochondrial	0.9989	0.999	2	2	1	2	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1477586.1	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BZ67|FRMD8_HUMAN	Q9BZ67	FRMD8_HUMAN	FRMD8	464	Homo sapiens	1:Experimental evidence at protein level	FERM domain-containing protein 8	1.0	0.999	7	20	19	20	3	1	3	3	6	4	3	1	3	3	5	4	3	1	3	3	6	4	7096836.0	5662993.0	7504529.0	1.3387165E7	1.8495134E7	1.7126852E7	4824135.5	0.0	4058721.0	4501163.5	4950864.5	4586408.5	
sp|Q9BZ95|NSD3_HUMAN	Q9BZ95	NSD3_HUMAN	NSD3	1437	Homo sapiens	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase NSD3	1.0	0.999	6	33	33	33	7	3	7	6	6	4	7	3	7	6	6	4	7	3	7	6	6	4	1.0761568E7	1.1252443E7	1.5053907E7	1.2692069E7	1.2124272E7	1.246197E7	4212949.5	4435147.0	4346830.0	4403766.0	4749261.0	3580366.5	
sp|Q9BZD4|NUF2_HUMAN	Q9BZD4	NUF2_HUMAN	NUF2	464	Homo sapiens	1:Experimental evidence at protein level	Kinetochore protein Nuf2	0.9803	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1993727.9	1275602.0	2434901.8	1216471.1	1707602.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BZE1|RM37_HUMAN	Q9BZE1	RM37_HUMAN	MRPL37	423	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein mL37	1.0	0.999	20	160	160	160	31	37	26	25	21	20	31	37	26	25	21	20	31	37	26	25	21	20	1.0406991E8	1.6085848E8	1.1568939E8	7.815073E7	6.8574616E7	8.2651864E7	1.6533245E7	2.3873888E7	1.6345014E7	1.2805444E7	1.3658352E7	1.4676712E7	
sp|Q9BZE4|GTPB4_HUMAN	Q9BZE4	GTPB4_HUMAN	GTPBP4	634	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 4	1.0	0.999	22	133	133	133	20	40	32	13	10	18	20	40	32	13	10	18	20	40	32	13	10	18	4.262214E8	2.8261814E8	2.4279763E8	6.9499944E7	5.77541E7	1.3445128E8	5.0031732E7	8.224068E7	6.0477504E7	3.469052E7	3.3995332E7	3.7052148E7	
sp|Q9BZE9|ASPC1_HUMAN	Q9BZE9	ASPC1_HUMAN	ASPSCR1	553	Homo sapiens	1:Experimental evidence at protein level	Tether containing UBX domain for GLUT4	1.0	0.999	8	18	18	18	2	3	2	1	6	4	2	3	2	1	6	4	2	3	2	1	6	4	3474597.5	4717702.0	7271918.0	7054859.5	1.0168196E7	1.0967369E7	2600153.5	3262528.8	2842991.8	2907245.8	2953752.2	3149135.0	
sp|Q9BZF1|OSBL8_HUMAN	Q9BZF1	OSBL8_HUMAN	OSBPL8	889	Homo sapiens	1:Experimental evidence at protein level	Oxysterol-binding protein-related protein 8	1.0	0.999	13	76	73	76	15	12	13	18	10	8	15	11	13	16	10	8	15	12	13	18	10	8	5.6914932E7	5.0154784E7	4.0623096E7	4.9603332E7	2.8749436E7	3.7565216E7	1.1982933E7	1.1791919E7	1.0088673E7	9754209.0	9104344.0	9408118.0	
sp|Q9BZF9|UACA_HUMAN	Q9BZF9	UACA_HUMAN	UACA	1416	Homo sapiens	1:Experimental evidence at protein level	Uveal autoantigen with coiled-coil domains and ankyrin repeats	1.0	0.999	24	91	91	91	14	11	10	20	17	19	14	11	10	20	17	19	14	11	10	20	17	19	4.557551E7	3.5712464E7	1.3706494E8	7.460425E7	1.7553282E8	1.5300266E8	3.0651624E7	2.7396262E7	2.869279E7	3.3419786E7	2.9373486E7	3.0294214E7	
sp|Q9BZG1|RAB34_HUMAN	Q9BZG1	RAB34_HUMAN	RAB34	259	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-34	0.9803	0.999	1	5	5	5	2	0	1	2	0	0	2	0	1	2	0	0	2	0	1	2	0	0	2089572.6	1612999.5	1974301.2	1878266.8	1898619.9	1442484.4	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BZH6|WDR11_HUMAN	Q9BZH6	WDR11_HUMAN	WDR11	1224	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 11	0.9803	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	1371614.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BZI7|REN3B_HUMAN	Q9BZI7	REN3B_HUMAN	UPF3B	483	Homo sapiens	1:Experimental evidence at protein level	Regulator of nonsense transcripts 3B	0.9803	0.999	1	6	6	6	2	0	0	2	1	1	2	0	0	2	1	1	2	0	0	2	1	1	1956600.9	0.0	0.0	1530771.0	1732440.4	2076462.8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BZJ0|CRNL1_HUMAN	Q9BZJ0	CRNL1_HUMAN	CRNKL1	848	Homo sapiens	1:Experimental evidence at protein level	Crooked neck-like protein 1	1.0	0.999	3	14	14	14	2	2	4	2	2	2	2	2	4	2	2	2	2	2	4	2	2	2	1510078.8	3682373.5	4931238.5	1796245.4	1734325.4	1466607.6	0.0	2185920.2	1739275.4	0.0	0.0	0.0	
sp|Q9BZK7|TBL1R_HUMAN	Q9BZK7	TBL1R_HUMAN	TBL1XR1	514	Homo sapiens	1:Experimental evidence at protein level	F-box-like/WD repeat-containing protein TBL1XR1	1.0	0.999	24	246	181	246	41	46	39	33	49	38	32	33	30	26	34	26	41	46	39	33	49	38	2.1100288E8	2.0348432E8	2.0052326E8	1.872576E8	1.7448083E8	1.7790864E8	2.4774564E7	2.1714286E7	2.2639958E7	2.0243204E7	2.0691952E7	2.1031752E7	
sp|Q9BZL1|UBL5_HUMAN	Q9BZL1	UBL5_HUMAN	UBL5	73	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like protein 5	1.0	0.999	2	17	17	17	3	3	2	6	3	0	3	3	2	6	3	0	3	3	2	6	3	0	7502967.0	5794921.0	1.4262884E7	5735312.5	1.0748252E7	5.430584E7	4239135.5	3262291.5	6300341.0	3176881.8	4465226.5	3.4708132E7	
sp|Q9BZL4|PP12C_HUMAN	Q9BZL4	PP12C_HUMAN	PPP1R12C	782	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 12C	1.0	0.999	4	6	6	6	1	2	0	1	0	2	1	2	0	1	0	2	1	2	0	1	0	2	5090586.0	4970519.0	1418522.5	2796679.0	1238854.0	1495459.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BZL6|KPCD2_HUMAN	Q9BZL6	KPCD2_HUMAN	PRKD2	878	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase D2	1.0	0.999	5	12	8	12	1	0	0	3	6	2	1	0	0	3	4	0	1	0	0	3	6	2	4379737.5	2990566.5	1391235.1	1.121795E7	1.2654704E7	8203743.0	2495071.8	0.0	0.0	3926833.0	4555240.0	3899807.2	
sp|Q9BZQ6|EDEM3_HUMAN	Q9BZQ6	EDEM3_HUMAN	EDEM3	932	Homo sapiens	1:Experimental evidence at protein level	ER degradation-enhancing alpha-mannosidase-like protein 3	0.9874	0.999	2	5	5	5	1	2	1	1	0	0	1	2	1	1	0	0	1	2	1	1	0	0	2720937.8	4723411.0	2030454.0	4225747.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BZQ8|NIBA1_HUMAN	Q9BZQ8	NIBA1_HUMAN	NIBAN1	928	Homo sapiens	1:Experimental evidence at protein level	Protein Niban 1	0.9757	0.9988	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	3451255.2	0.0	0.0	2151263.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BZV1|UBXN6_HUMAN	Q9BZV1	UBXN6_HUMAN	UBXN6	441	Homo sapiens	1:Experimental evidence at protein level	UBX domain-containing protein 6	1.0	0.999	3	6	6	6	0	0	0	1	5	0	0	0	0	1	5	0	0	0	0	1	5	0	938829.4	865120.5	1533267.1	3598210.0	5583792.0	5165693.0	0.0	0.0	0.0	2062136.4	2678184.5	0.0	
sp|Q9BZV2|S19A3_HUMAN	Q9BZV2	S19A3_HUMAN	SLC19A3	496	Homo sapiens	1:Experimental evidence at protein level	Thiamine transporter 2	1.0	0.999	4	21	21	21	6	3	3	5	2	2	6	3	3	5	2	2	6	3	3	5	2	2	2.1250366E7	2.0773332E7	1.786968E7	1.4059892E7	1.5969353E7	8860967.0	1.2050629E7	1.2986371E7	1.0801619E7	1.0104079E7	1.1682543E7	0.0	
sp|Q9BZX2|UCK2_HUMAN	Q9BZX2	UCK2_HUMAN	UCK2	261	Homo sapiens	1:Experimental evidence at protein level	Uridine-cytidine kinase 2	1.0	0.999	8	80	68	80	13	17	14	15	11	10	11	15	12	13	9	8	13	17	14	15	11	10	4.4185236E7	3.9797532E7	4.2062956E7	2.6749502E7	2.5507696E7	2.5196706E7	9785534.0	1.0095385E7	1.1252132E7	6650816.5	6597081.5	7014543.0	
sp|Q9BZZ5|API5_HUMAN	Q9BZZ5	API5_HUMAN	API5	524	Homo sapiens	1:Experimental evidence at protein level	Apoptosis inhibitor 5	1.0	0.999	26	244	244	244	40	44	40	41	41	38	40	44	40	41	41	38	40	44	40	41	41	38	2.795444E8	2.5899E8	2.7105968E8	2.818766E8	2.748062E8	2.3721942E8	2.7526478E7	2.5311392E7	2.9410402E7	2.8182612E7	2.8905226E7	2.659385E7	
sp|Q9C002|CX4L3_HUMAN	Q9C002	CX4L3_HUMAN	COXFA4L3	83	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase associated subunit FA4L3	1.0	0.999	4	50	50	50	7	12	8	5	9	9	7	12	8	5	9	9	7	12	8	5	9	9	3.710005E7	5.526988E7	4.239372E7	2.3571616E7	2.7725018E7	2.6311456E7	1.6419092E7	2.4259088E7	1.8368636E7	1.1950758E7	1.3936419E7	1.3320317E7	
sp|Q9C005|DPY30_HUMAN	Q9C005	DPY30_HUMAN	DPY30	99	Homo sapiens	1:Experimental evidence at protein level	Protein dpy-30 homolog	1.0	0.999	5	81	81	81	13	13	11	13	17	14	13	13	11	13	17	14	13	13	11	13	17	14	1.0893326E8	1.1445073E8	1.045594E8	1.3354926E8	1.4034998E8	1.0696532E8	4.612849E7	4.8052108E7	5.159017E7	5.306489E7	5.7774372E7	4.9951456E7	
sp|Q9C035|TRIM5_HUMAN	Q9C035	TRIM5_HUMAN	TRIM5	493	Homo sapiens	1:Experimental evidence at protein level	Tripartite motif-containing protein 5	0.98	0.999	1	3	3	3	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	773386.3	913766.2	1201094.1	905002.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9C075|K1C23_HUMAN	Q9C075	K1C23_HUMAN	KRT23	422	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 23	1.0	0.999	25	169	162	182	42	44	40	16	13	14	40	42	38	16	13	13	43	47	44	18	16	14	1.7375414E8	1.8124261E8	1.7586869E8	5.7003956E7	4.3401428E7	5.604655E7	2.13539E7	1.9674054E7	2.0565818E7	8657634.0	7292319.5	8671931.0	
sp|Q9C0B0|UNK_HUMAN	Q9C0B0	UNK_HUMAN	UNK	810	Homo sapiens	1:Experimental evidence at protein level	RING finger protein unkempt homolog	1.0	0.999	3	9	9	9	1	1	1	1	4	1	1	1	1	1	4	1	1	1	1	1	4	1	1320956.5	544715.2	5080221.5	5938681.0	4025606.5	2180737.2	1295488.2	0.0	0.0	2505425.2	2212531.0	0.0	
sp|Q9C0B1|FTO_HUMAN	Q9C0B1	FTO_HUMAN	FTO	505	Homo sapiens	1:Experimental evidence at protein level	Alpha-ketoglutarate-dependent dioxygenase FTO	1.0	0.999	10	29	29	29	0	0	2	11	10	6	0	0	2	11	10	6	0	0	2	11	10	6	2465905.0	5417054.5	1.0888369E7	2.3346634E7	2.4531854E7	1.6205776E7	2553021.8	3186013.2	3200444.5	3798778.8	4557864.5	5092298.0	
sp|Q9C0B5|ZDHC5_HUMAN	Q9C0B5	ZDHC5_HUMAN	ZDHHC5	715	Homo sapiens	1:Experimental evidence at protein level	Palmitoyltransferase ZDHHC5	1.0	0.999	6	26	26	26	7	4	4	5	4	2	7	4	4	5	4	2	7	4	4	5	4	2	1.0985721E7	1.1599793E7	8064825.0	1.1511903E7	8098138.0	5067941.0	3152267.0	3283589.8	2748120.5	2647263.8	2662342.2	2687232.0	
sp|Q9C0C2|TB182_HUMAN	Q9C0C2	TB182_HUMAN	TNKS1BP1	1729	Homo sapiens	1:Experimental evidence at protein level	182 kDa tankyrase-1-binding protein	1.0	0.999	41	296	296	296	51	47	40	58	51	49	51	47	40	58	51	49	51	47	40	58	51	49	1.8144558E8	1.7741259E8	1.4248254E8	2.1639648E8	1.8046616E8	1.8101099E8	1.5014611E7	1.3747022E7	1.307393E7	1.6561364E7	1.6594917E7	1.5832913E7	
sp|Q9C0C9|UBE2O_HUMAN	Q9C0C9	UBE2O_HUMAN	UBE2O	1292	Homo sapiens	1:Experimental evidence at protein level	(E3-independent) E2 ubiquitin-conjugating enzyme	1.0	0.999	10	58	58	58	7	7	11	11	11	11	7	7	11	11	11	11	7	7	11	11	11	11	4.2552824E7	2.3710992E7	3.992437E7	4.967053E7	2.9567052E7	6.1198324E7	1.377137E7	1.2392804E7	1.14149E7	1.2241435E7	1.371538E7	1.4349451E7	
sp|Q9C0D9|EPT1_HUMAN	Q9C0D9	EPT1_HUMAN	SELENOI	397	Homo sapiens	1:Experimental evidence at protein level	Ethanolaminephosphotransferase 1	1.0	0.999	4	32	32	32	5	6	9	3	4	5	5	6	9	3	4	5	5	6	9	3	4	5	4.2374736E7	8.847966E7	4.3439452E7	2.0985866E7	4.792268E7	4.734299E7	3.1664806E7	3.86815E7	3.1434416E7	1.6570482E7	2.0003848E7	1.8886298E7	
sp|Q9C0E2|XPO4_HUMAN	Q9C0E2	XPO4_HUMAN	XPO4	1151	Homo sapiens	1:Experimental evidence at protein level	Exportin-4	0.9803	0.999	2	3	3	15	0	2	0	0	1	0	0	2	0	0	1	0	2	4	2	2	3	2	1837390.2	2043947.2	0.0	2076216.8	1963625.9	1557521.6	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9C0E8|LNP_HUMAN	Q9C0E8	LNP_HUMAN	LNPK	428	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum junction formation protein lunapark	1.0	0.999	3	22	22	22	2	5	3	4	4	4	2	5	3	4	4	4	2	5	3	4	4	4	9032179.0	8969700.0	1.0054949E7	9847747.0	8462096.0	6438422.5	3768662.5	3674696.5	4004661.8	4622774.0	4876871.0	3699983.5	
sp|Q9C0F1|CEP44_HUMAN	Q9C0F1	CEP44_HUMAN	CEP44	390	Homo sapiens	1:Experimental evidence at protein level	Centrosomal protein of 44 kDa	0.9803	0.999	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9C0H2|TTYH3_HUMAN	Q9C0H2	TTYH3_HUMAN	TTYH3	523	Homo sapiens	1:Experimental evidence at protein level	Protein tweety homolog 3	0.9996	0.999	2	12	12	12	2	2	3	2	1	2	2	2	3	2	1	2	2	2	3	2	1	2	1.055813E7	5341564.0	1.3571483E7	1.0268588E7	2049116.0	4724065.0	7011394.5	0.0	8257690.0	6881051.0	0.0	3193680.5	
sp|Q9C0I1|MTMRC_HUMAN	Q9C0I1	MTMRC_HUMAN	MTMR12	747	Homo sapiens	1:Experimental evidence at protein level	Myotubularin-related protein 12	1.0	0.999	7	21	21	21	0	2	2	6	6	5	0	2	2	6	6	5	0	2	2	6	6	5	2425149.5	1785087.6	2689063.8	1.1220571E7	1.3302402E7	7498761.0	1607830.6	0.0	1711757.0	3086725.2	3479934.0	2658618.0	
sp|Q9C0J8|WDR33_HUMAN	Q9C0J8	WDR33_HUMAN	WDR33	1336	Homo sapiens	1:Experimental evidence at protein level	pre-mRNA 3' end processing protein WDR33	1.0	0.999	7	34	34	34	5	5	6	6	6	6	5	5	6	6	6	6	5	5	6	6	6	6	3.9163148E7	3.1411884E7	4.237358E7	5.29994E7	1.4669783E7	1.1650902E7	1.4476137E7	1.3221292E7	1.4734804E7	1.5320969E7	1.4338558E7	1.4629168E7	
